labelcode,cutword
61,機關 新建 置 組織 更名 時 應 申請 印信
132,委託買賣 租賃 房地產 時 應 注意 事項
58,山坡地 開發 案該 申請
87,我要 訂閱 LINE 空氣 盒子 防汛 訂閱 服務
92,我們家 附近 進行 道路施工 常吵 無法 入睡 我該 做
28,都市 發展局 是否 英文版 電子地圖
88,違反 菸酒 管理法 條 規定 酒 廣告 促銷 有何 處罰
145,臺北市立美術館 何種 活動 專為 高中生 量身 打造
130,垃圾 焚化 處理 技術 北投 焚化 廠之飛 灰 處理
0,請問 得知 臺北偶戲館 相關 資訊
39,公立 幼兒園 收費 標準
12,市政 大樓 門禁 管制 時間 為何
118,圖書館 借閱 證 有分 幾類
75,請問 欲 參加 心肺復甦 術 CPR 報名
17,二代 戒菸 治療 服務 適用 對象
78,南深 陸閘 關閉 時 車輛 改道 規劃 為何
120,辦理 額滿 學校 優先 分發 資格 審查
12,市政 大樓 音樂節目 播放 時程 表 查詢 下載
19,學校 午餐 廚房 管理 監督機制
25,應該 就醫
128,請問 園內 是否 免費 無線 網路
88,申報 綜合 所得稅 疑義
43,甲 先生 乙 小姐 生下 一女 雙方 並未 結婚 請問 若甲 先生 認領 女嬰 應 辦理 辦理 認領 登記 應備 文件 方式
70,公車 停靠 區 停靠 大眾 公車 外 還可 停靠 車種 校車 遊覽車
80,本次 自動駕駛 小巴 實驗 是否 合法
16,請問 臺北市 各級 學校 特教 班 就讀
135,請問 狗狗 動物 之家 施打 疫苗 晶片
97,市區 道路 使用費 有何 減徵 規定
21,有線電視 可否 暫停 終止 收視 辦理
11,單位 發起 勸募
92,檢舉 製造 髒亂 污染 行為 需要 留下 檢舉人 資料
105,迪化 污水處理 廠 附設 休閒 運動公園 運動 設施
40,學校 防制 校園霸凌 因應 小組 成員
109,土壤液化 潛勢 圖是 做
48,失智症 記憶 門診 特色
62,何謂 合併 複 丈 申請 合併 複 丈 是否 需 繳納 規費
127,人流 感 家禽 流行性感冒 有何
67,填報 職災 月報 表 申報 規定 為何
78,越 堤道 路上 停車 罰 多少錢
84,請問 公寓 地下室 公寓大廈 管理條例 規定 是否 規劃 作為 辦公室 使用 違規 使用 將有何 處罰 規定 公寓 一樓 地下室 通常 規劃 防空 避難 室 是否 全棟 公寓 住戶 有權 使用 一樓 住戶 強行 霸佔 處理
112,建築物 越界 引起 土地 權利 糾紛 糾紛 未 解決 前 可否 禁 發起 造人 使用 執照
45,登記 廠商 求才 登記表
136,環保 義工 服務項目
114,未 懸掛 號牌 車輛 停放在 門前 停車 格位 尚無 嚴重 妨礙交通 為何 遭 執勤 員警 製 舉發 拖吊 移置 本市 處理 未 懸掛 號牌 堪用 車輛 之法 源 依據 為何
23,應徵 工作 老闆 繳交 身分證 影本 非法 用途
143,請問 外縣市 介聘 是否 缺額 預知 今年 是否 舉辦
25,若要 出國 請問 需 接種 疫苗
58,請問 臺北市政府 出版 介紹 登山步道 書籍
12,市政 大樓 音樂節目 播放 時程 表 查詢 下載
126,消費者 企業經營者 商品 服務 發生 消費 爭議 時該 申訴
81,薪水 上班 工作時間 多久
137,針對 本市 聯營公車 服務 缺失 乘客 有何 申訴 管道 反映
137,針對 本市 聯營公車 服務 缺失 乘客 有何 申訴 管道 反映
121,公務人員 訓練 處 門禁 限制 為何
5,臺北市 單位 提供 單親家庭 輔導 服務
43,我國 旅外 僑民 申請 印鑑 證明
73,學生 轉學 休學 退學 開除 學籍 學期 已 減免 學雜費 追繳
83,家中 祖先 留下來 古董 家具 農具 器皿 老照片 希望 捐贈 市政府 保存 單位 洽詢
24,勞基法 規定 工資 定義 為何
63,網路 投票 易有 數位落差 問題 Voting 克服
4,社會局 編報 統計 報表 是否 刊登 網站 上供 參
138,流浪動物 緊急 救難 傷 緊急 醫療 處理
120,已 非 學校 實驗 教育 申請 可否 放棄 申請 回原 學校 上課 生 在家 教育 方案
46,駁回 申請 退還 溢繳 稅款 不服 可否 逕行 提起 訴願
92,實施 機車 排氣 定期檢驗 逾期 未定 檢罰 多少錢
108,關渡自然公園 開放 時間 管理處 連絡 方式 為何 每年 最 適合 賞鳥 季節 為何
147,申請 污水下水道 用戶 排水 設備 設置 核轉免 配合 統一 申 挖 証 明
52,運動 中心 優惠 票卷 是否 使用 期限
16,臺北市 是否 過動兒 升學 獎勵 措施 可否 學校 輔導課
41,請問 扣繳憑單 薪資 所得 問題
74,闢建 拓寬 人行道 設施 物 妨礙 通行
38,翡翠 大壩 檢查 確保 大壩 安全
25,懷孕 婦女 特別注意 預防 茲卡病毒 感染 症
108,天母 古道 健走 有人 放置 食物 企圖 餵食 臺灣獼猴 處理
104,家庭暴力 保護 令 種類 申請 方式
84,兩岸 頻密 交流 氛圍 下 全民 應有 保防 觀念
107,簡訊 發送 服務 幾種
105,迪化 內湖 八里 廠 處理 過的 放 流水 排放 情形
147,申請 污水下水道 用戶 排水 設備 設置 核轉免 配合 統一 申 挖 証 明
111,何謂 調解 造人
10,南港 軟體 工業園區 可否 設置 工廠
139,押 標金 履約保證 金 差額 保證金 保固 保證金 繳納 時間 為何
64,生活 扶助 就業 轉介 協助 役男 家屬 就業
55,外籍勞工 台 居留 期限 最長 可至 幾年
47,本府 機關 首長 駕駛 勞基法 條所定 休假日 指 紀念日 勞動節 日及 中央 主管機關 規定 應 放假 之日 出勤 時 工資 延長 工時 工資 計給
97,市民 自辦 土地 捐贈 移轉 事宜 之期程 為何
97,市區 道路 使用費 有何 減徵 規定
51,申請 保險 理賠 需要 報案 救護 證明 申請
29,防火巷 意義 法令 依據 為何
3,店家 網站 任何人 販售 供應 提供 下載 暴力 色情 猥褻 限制級 電腦 遊戲 軟體 予 未滿 歲 兒童 少年 檢舉 通報
82,焚化 廠及 掩埋場 每年 撥付 回饋 經費 金額
132,許可 取得 不動產 後 辦理 申請 進入 臺灣地區 停留 多久 期限
51,中毒 處置
8,申請 愛心 餐券 對象 為何
87,加入 網路 市民 好處
32,已 持有 證明 卡 特約 醫療 院 就醫 時 未能 即時 繳驗 是否 申請 退費
38,翡翠 大壩 檢查 確保 大壩 安全
77,請問 想要 青發 處 租借 車位 辦理
101,勞動 教育 補助 案中 門票 費用 申請 核銷 屬於 何種 補助 項目
58,貴子坑 碧山 露營 場 前往
124,報名 受訓 需要 繳費
36,發生 交通事故 後 處理 後續 事宜
111,參加 金銀 紙錢 集中 焚燒
99,英文 證明書 規費
11,申請 衛生 福利部 補助 社區發展 工作 相關 資料 可至 單位 索取
70,公車 票價 調漲
10,工廠 申辦 說明 應備 書件 申請 表格 應至 索取
134,批發市場 位置 聯絡 電話
11,申請 合作社 應備 文件
51,受理 員 提供 線上 指導 須 具備 條件 是否 當值 醫生 護士
130,回饋 設施 小朋友 兒童 身分證 辦理 入場
38,發生 強烈 地震 大壩 潰壩
94,青年 留貸 貸款 攻讀 專技 證照 一定 考到 證照
93,系列 綠 美化 構想 要經 審議 審議
75,醫療廣告 刊登 方式 是否 有限 制
68,申請 設立 殯葬 服務業
108,臺北市野雁保護區 公告 範圍 為何
57,設置 許可 申請 作業 流程 操作 許可 申請 作業 流程
59,公司 老闆 員工 選派 勞資 會議 勞資雙方 代表
19,第三胎 教育 補助金 領取 方式
109,潛勢 圖中 非本 圖 所示 資料 精度 區域 代表 意義 為何
62,地籍圖 地籍 套 繪圖 有何
34,數位 學生證 申請 使用 方式
12,市政 大樓 何種 情形 申請 播音 外界 私人企業 申請 申請
110,助 妳 好孕 每胎 萬元 生育 獎勵金 設籍 時間 算
51,電器 用品 使用 避免 災害 發生
133,我用 智慧型手機 臺北 公眾 區 免費 無線 上網 無法 開啟 網頁
23,勞工 到職 未滿 三個 月 雇主 依據 勞動基準法 條 各款 情形 資遣 時 是否 須 依法 天前 辦理 通報
119,攤販 公有 市場 攤商 區別
121,若因 天災 颱風 臺北市 以外 居住地 宣佈 上班 上課 是否 仍要 公務人員 訓練 處 上課
129,廢棄物 處理 場內 設置 回饋 設施 中 健身房 舞蹈 室 開放 時間 收費 標準
64,國外 就學 出境 國外 就學 役男 返國 探親 度假 停留 多久 期限 屆滿 後 可否 延期
105,迪化 污水處理 廠 廢氣 燃燒 煙囪 為何 火 燄
135,請問 狗狗 動物 之家 施打 疫苗 晶片
46,復 查 程序 不合規定 稅捐稽徵 機關 處理
90,租借 藝文 推廣 處 藝文 大樓 四樓 會議室
135,住家 附近 撿 幾隻 小狗 請問 送 動物 之家
9,請問 重陽節 禮金 發給 標準 為何
41,何謂 儲蓄 免扣證 申請 應備 文件
33,請問 西門紅樓 開放 時間
114,陽明山 仰德大道 交通管制 狀況
25,流行 疫區
64,大陸 就學 役男 出境 大陸 地區 就學 如因 入學 許可 尚未 備妥 處理 出境 事宜 出境 後 應 變更 出境 就學 身分 俾 大陸 地區 順利 就學
71,請問 參與 市府 街貓 友善 照護 TCCP 行動 方案
42,免 刷卡 首長 駕駛 加班 應 管理
40,校園霸凌 事件 行為 人 分屬 學校 時 調查權 歸屬 為何
142,頂樓 因屋齡 老舊 防水 功能 喪失 導致 漏水 屋頂 加蓋 四周 柱子 牆壁 鐵棚 需不需要 申請 執照 申請
116,申報 後 原 申報 登錄 資料 有誤 可否 申請 更正 原 申報 內容 應 更正
63,為民 服務 工作 不定期 現場 考核
97,既成 道路 土地 投標 資格
32,家庭 設籍 臺北市 低收入 戶 請問 小孩 申請 何種 兒童 醫療 補助 證
143,想 請教 市內 教師 超額 是否 良好 解決方案 人
128,動物園 位於 地址
117,重劃 區內 應行 拆遷 土地改良 物及 墳墓 處理
70,市府 專車 市府 員工 民眾 皆 付費 搭乘
84,員警 取締 酒後 駕車 移置 汽車 當事人 辦理 領回
59,狀況 需要 勞動局 報 勞資 會議
138,如非 市區 道路 疑似 狂犬病 動物 屍體 進行 環境 消毒 請 處理
110,新移民 會館 地址 電話 服務 時間 項目 為何
35,停管 處委外 平面 停車場 如遇 管理員 不在 場 辦理 電動機車 銷單
40,校園霸凌 事件 申請 調查 檢舉 書面 內容 為何
91,公司 申請 查詢 全國 財產 總歸 戶應 檢附 證明文件
1,臺北 內湖科技園區 可否 經營 零售 販賣 業務
66,檢舉 違反 水污染 防治法 案件 獎勵 辦法 民眾 檢舉 水污染 環境 行為 檢舉 資料 應 寄 送到
140,民眾 參與 木柵 垃圾 焚化 廠 廢棄物 進廠 檢查 作業 注意事項
147,我家 水費 上有 污水下水道 使用費 水費 金額 算
3,申請 危機 家庭 兒童 少年 委託 安置 暨 收容 費用 補助
7,請問 承裝業 分為
11,申請 籌組 人民團體 應向 單位 提出
126,餐飲業 是否 需 全面 戴 口罩
26,正俗 專案 行政 救濟 管道 程序
81,資遣 通報
113,藍色 水路 船舶 業者 營運 時間
46,納稅 義務人 稅捐稽徵 機關 核定 稅額 或罰 鍰 處分 如有 不服 請求 救濟
29,大樓 管理 服務 人員 需要 考 執照 辦理
147,當初 施做 污水下水道 用戶 接管 時 未將 地下室 原有 化糞池 廢除 處理
88,菸酒 稅的 問題 請教
53,保全 業之 保全人員 電腦 管制中心 監控 人員 中 從事 保全 業法 第四條 第一款 第四款 規定 業務 保全人員 工作者 國防部 非 軍職 保防 員 以上 適用 勞動基準法 條之 工作者 工時 限制 為何
140,木柵 垃圾 焚化 廠 煙道 戴奧辛 檢測 是否 建立 監督機制 環保 團體 當地 居民 代表 參與
116,臺北市 住宅 價格指數 編 製 發 布 指數 項目 為何
101,勞動 教育經費 補助 對象
89,請問 天文館 接受 預約 參觀 應 預約
74,人行道 設置 露天 座 管理 辦法 申請 設置 範圍 為何
67,勞工 遲到 計算 須扣 工資
17,菸 害防 制法 規定 場所 全面 禁菸 場所 相關 規定 罰則 為何
123,刷卡 扣款 異常 情形
64,僑民 服役 歸國 僑民 男子 返國 學者 兵役 問題 處理
18,聯合開發 土地 開發 權利 關係人 權益 分配 依據 標準計 算 土地 開發 建物 區位 及坪數 分配
13,參觀 臺北市立 陽明 教養院
145,臺北市立美術館 場地 是否 出租 出借
88,請問 台北市 信用 合作社 金融管理 財政局 那一科 辦理
86,訴願 程序 進行 相關 問題
13,臺北市立 陽明 教養院 接送 交通車
109,近百年來 臺北市 是否 曾 發生 土壤液化 案例
116,申報 登錄 期限 一日 如為 假日 時 是否 順延 至下 工作日
91,張 前因 稅捐處 計算錯誤 適用 法令 錯誤 而溢繳 稅款 地方稅 稅單 聽說 稅捐稽徵 法 條已 修正 退稅 不受 期間 限制 應該 申請 退稅
53,保全 業之 經理級 以上 人員 符合 勞動基準法 施行細則 第五 十條 第一款 規定 保險業 之外 勤 人身保險 業務員 保險 業務員 管理 規則 領有 登錄 證者 以上 適用 勞動基準法 條之 工作者 工時 限制 為何
113,我要 搭船 一日遊 市政府 對此 一行 程有何 規劃 建議
128,請問 動物園 遊客 服務中心 有寄物 服務
84,民眾 乘客 檢舉 計程車 違規 案件 處理
49,從事 化糞池 水肥 清運 業務 辦理 費用 期限 為何
140,木柵 廠 回饋 設施 游泳池 開放 時段
71,臺北市 動物保護 處 收容 野生動物 後續 處理
63,Voting 過去 曾 執行 投票 成效 有無 民眾 提案 民眾 參與度
23,是非 自願性 失業者 想 申請 失業 給付 離職 證明書
62,建物 分割 申請 規費 計收
51,防災科學教育館 參觀 注意事項
69,健保 辦理 低收入 戶 福保 應備 證件
113,計程車 是否 接受 使用 信用卡 支付 車資
0,藝文 補助 件數 申請 件數 項目 限制
43,父母 離婚 未成年 子女 權利義務 行使 負擔 辦理
4,查詢 臺北市 老人 福利 機構 名單 床位 狀況
124,職訓 生活 津貼 疑問 問誰
142,請問 申請 合法 房屋 證明
46,查詢 納稅者 權利 保護法 相關 法令 訊息
138,受傷 流浪狗 犬 求援
108,臺北市 有人 販賣 保育 類 野生動物 我要 單位 反映
73,房屋 權狀 購屋 取得 國中 優先 分發 權利
16,報名 參加 未足齡 兒童 申請 提早 入 國民小學 鑑定 收費
139,得標 廠商 環境保護局 簽訂契約
65,家戶 排出 少量 未 施放 過之 鞭炮 收運 方式
54,車輛 遭 違規 拖吊 查詢 領車
74,人行道 設置 露天 座 應留 設 通行 空間 為何
72,社會 請問 申請 低收入 戶 喪葬 補助費 所需 備 文件
6,申請 低收入 戶 子女 就學 交通 補助 洽辦 單位 應備 文件 資格 補助 內容
59,請問 勞資 會議 名冊 報備 問題 臺北市政府 局處 諮詢
1,北投 士林 科技園區 發展 目標 為何
87,訂閱 臺北市政府 提供 電子報
126,食品 中有 異物 食品 衛生 檢舉 應備 文件
41,遺產稅 問題 請教
19,請問 學校 游泳池 教練 資格 聘請 方式 是否 一定 程序
21,請問 臺北市 共有 幾座 旅遊 服務中心 分別 位於
127,臺北市 地方 可施 打人 狂犬病疫苗
116,使用 自然人 憑證 工商 憑證 網路 申報 好處
119,目前 臺北市 攤販 集中區 段 分布 集中 場內 攤販 總計
120,國小 轉學 新 生於 學期 中擬 轉入 額滿 學校 規定
41,請問 稅 屬於 國稅
58,碧山 貴子坑 露營 場 需不需要 收費
138,受傷 流浪狗 犬 求援
43,申請 英文 戶籍謄本 申請 英文 謄本 工本費
76,室內 裝修 可將 連接 陽台 外牆 拆除 把陽台 外推
43,父母 養父母 名字 錯
39,幼兒園 教保 服務 人員 配置 為何
110,助 妳 好孕 每胎 萬元 生育 獎勵金 設籍 時間 算
86,國家賠償法 民法 關係
138,我家 街道 野貓 不願 借用 誘貓 籠 可否 請 動物 援隊 過來 捕捉 或有 方式 辦理
65,舊衣 回收 箱 申請 設置 資格 為何 申請
123,搭乘 臺北市 聯營公車 時 悠遊卡 一卡通 感應 失敗 時 應 處理
135,請問 狗狗 施打 疫苗 植入 晶片 後 多久 洗澡
38,臺北 水源 特定 區之 建築 主管機關 為何
